# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.258590621948242188e+02 6.343270778656005859e+00 1.257830734252929688e+02 6.348358154296875000e+00
1.000000000000000000e+03 4.976258277893066406e+00 2.181505262851715088e-01 4.843339920043945312e+00 2.162823528051376343e-01
2.000000000000000000e+03 3.676395177841186523e+00 3.852219283580780029e-01 3.547938823699951172e+00 3.809177875518798828e-01
3.000000000000000000e+03 2.953558921813964844e+00 4.602978527545928955e-01 2.830605983734130859e+00 4.530420005321502686e-01
4.000000000000000000e+03 2.386237859725952148e+00 5.359247326850891113e-01 2.271487236022949219e+00 5.253435969352722168e-01
5.000000000000000000e+03 1.934633970260620117e+00 5.840041041374206543e-01 1.831029295921325684e+00 5.698622465133666992e-01
6.000000000000000000e+03 1.501558184623718262e+00 5.899097919464111328e-01 1.414506196975708008e+00 5.742987394332885742e-01
7.000000000000000000e+03 1.030473470687866211e+00 5.148549079895019531e-01 9.669976830482482910e-01 4.996571540832519531e-01
8.000000000000000000e+03 7.482036352157592773e-01 3.027550578117370605e-01 7.066196203231811523e-01 2.907420098781585693e-01
9.000000000000000000e+03 4.628147482872009277e-01 1.796417385339736938e-01 4.382934570312500000e-01 1.698861718177795410e-01
1.000000000000000000e+04 3.212188780307769775e-01 9.826674312353134155e-02 3.072417080402374268e-01 9.168080240488052368e-02
1.100000000000000000e+04 2.208991050720214844e-01 7.781393080949783325e-02 2.126578092575073242e-01 7.199584692716598511e-02
1.200000000000000000e+04 1.656872928142547607e-01 6.188672780990600586e-02 1.607028543949127197e-01 5.697329714894294739e-02
1.300000000000000000e+04 1.309549212455749512e-01 4.872486740350723267e-02 1.279760748147964478e-01 4.469381272792816162e-02
1.400000000000000000e+04 1.064814552664756775e-01 3.787120431661605835e-02 1.047800704836845398e-01 3.464063629508018494e-02
1.500000000000000000e+04 8.992131799459457397e-02 2.896153554320335388e-02 8.901574462652206421e-02 2.642222307622432709e-02
1.600000000000000000e+04 4.601811990141868591e-02 2.102429606020450592e-02 4.556979238986968994e-02 1.901319436728954315e-02
1.700000000000000000e+04 5.878250300884246826e-02 1.739013567566871643e-02 5.861736088991165161e-02 1.575794257223606110e-02
1.800000000000000000e+04 1.304075568914413452e-01 1.681812852621078491e-02 1.304237097501754761e-01 1.544453203678131104e-02
1.900000000000000000e+04 9.078953415155410767e-02 1.306974142789840698e-02 9.079308062791824341e-02 1.189684681594371796e-02
2.000000000000000000e+04 8.332894742488861084e-02 1.263604499399662018e-02 8.331578224897384644e-02 1.161875482648611069e-02
2.100000000000000000e+04 5.098725482821464539e-02 9.583850391209125519e-03 5.088392645120620728e-02 8.713732473552227020e-03
2.200000000000000000e+04 2.743679285049438477e-02 6.539062131196260452e-03 2.724886499345302582e-02 5.822305101901292801e-03
2.300000000000000000e+04 4.132234677672386169e-02 2.683285390958189964e-03 4.131376743316650391e-02 2.448275452479720116e-03
2.400000000000000000e+04 2.624025940895080566e-02 3.053782507777214050e-03 2.621668390929698944e-02 2.931544557213783264e-03
2.500000000000000000e+04 6.628121435642242432e-02 3.218784928321838379e-03 6.629797071218490601e-02 3.153633093461394310e-03
2.600000000000000000e+04 1.833450049161911011e-02 7.913234876468777657e-04 1.829759404063224792e-02 7.673225481994450092e-04
2.700000000000000000e+04 2.097019180655479431e-02 5.151869263499975204e-04 2.093764953315258026e-02 5.070293555036187172e-04
2.800000000000000000e+04 1.688332669436931610e-02 6.262785755097866058e-04 1.685003936290740967e-02 6.263841642066836357e-04
2.900000000000000000e+04 1.657371595501899719e-02 6.384001462720334530e-04 1.654327102005481720e-02 6.406008615158498287e-04
3.000000000000000000e+04 1.629703305661678314e-02 6.374133517965674400e-04 1.626924052834510803e-02 6.387449684552848339e-04
3.100000000000000000e+04 1.578561402857303619e-02 8.418405195698142052e-04 1.575973816215991974e-02 8.399434154853224754e-04
3.200000000000000000e+04 5.096037313342094421e-02 4.122774116694927216e-03 5.095779523253440857e-02 4.118565004318952560e-03
3.300000000000000000e+04 2.879068255424499512e-02 2.957086777314543724e-03 2.878035791218280792e-02 2.945176092907786369e-03
3.400000000000000000e+04 1.564018800854682922e-02 1.897349022328853607e-03 1.561762392520904541e-02 1.884245895780622959e-03
3.500000000000000000e+04 1.622168533504009247e-02 8.079279796220362186e-04 1.619764231145381927e-02 7.938159396871924400e-04
3.600000000000000000e+04 2.913493104279041290e-02 2.055175136774778366e-03 2.911281213164329529e-02 2.038328675553202629e-03
3.700000000000000000e+04 1.508051436394453049e-02 1.064870739355683327e-03 1.505707111209630966e-02 1.046504941768944263e-03
3.800000000000000000e+04 1.502277515828609467e-02 1.117089996114373207e-03 1.499963272362947464e-02 1.096982043236494064e-03
3.900000000000000000e+04 1.516699139028787613e-02 1.272166031412780285e-03 1.514499168843030930e-02 1.250370987690985203e-03
4.000000000000000000e+04 2.236484177410602570e-02 1.366989221423864365e-03 2.234666422009468079e-02 1.344443298876285553e-03
4.100000000000000000e+04 1.659434847533702850e-02 1.503935898654162884e-03 1.657385751605033875e-02 1.479633036069571972e-03
4.200000000000000000e+04 1.579019241034984589e-02 1.060777693055570126e-03 1.576782949268817902e-02 1.035814755596220493e-03
4.300000000000000000e+04 1.504834741353988647e-02 2.067180583253502846e-03 1.502706669270992279e-02 2.041610656306147575e-03
4.400000000000000000e+04 3.489777073264122009e-02 4.116717260330915451e-03 3.489417955279350281e-02 4.083060659468173981e-03
4.500000000000000000e+04 1.484189555048942566e-02 1.243421109393239021e-03 1.481971703469753265e-02 1.216356875374913216e-03
4.600000000000000000e+04 1.480325870215892792e-02 1.313964836299419403e-03 1.478089392185211182e-02 1.286666258238255978e-03
4.700000000000000000e+04 1.954204589128494263e-02 1.047773403115570545e-03 1.952243968844413757e-02 1.021199859678745270e-03
4.800000000000000000e+04 2.037979662418365479e-02 2.602828899398446083e-03 2.036328800022602081e-02 2.572077792137861252e-03
4.900000000000000000e+04 1.497478224337100983e-02 1.560077304020524025e-03 1.495134364813566208e-02 1.532865222543478012e-03
5.000000000000000000e+04 1.672809757292270660e-02 1.824930775910615921e-03 1.670788787305355072e-02 1.796533935703337193e-03
5.000000000000000000e+04 1.672809757292270660e-02 1.824930775910615921e-03 1.670788787305355072e-02 1.796533935703337193e-03
5.006900000000000000e+04 1.478533446788787842e-02 1.294593210332095623e-03 1.476265955716371536e-02 1.266659935936331749e-03
